lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1031,ǀʼee,249.94,250.184,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1148,ǀʼee,,vatr,enter,p2282 p2283,|\_> e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1032,ng,250.184,250.28,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1149,ng,,part,OBL,p2284,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1033,ǀʼii,250.28,250.489,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1150,ǀʼii,,n,fire,p2285 p2286,|\_> i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1034,ha,250.489,250.62,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1151,ha,,pro,3H.SG,p2287 p2288,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1035,ku,250.62,250.788,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1152,ku,,vtr,QUOT,p2289 p2290,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1036,<<fm>ja>,250.788,251.05,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1153,ja,,interj,yes,p2291,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1037,ng,251.05,251.199,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1154,ng,,pro,1SG,p2292,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1038,<<ui>>,251.199,251.502,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1155,****,,****,****,p2293,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1039,a,251.502,251.67,0130_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, [...] ""o, ng ǀʼee ng ǀʼii"", ha ku, ""ja, ng (...) a,","hyena says ""oh, I ?"", he says ""yes, I will ?burn you",m1156,a,,pro,2SG,p2294,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1040,<p:>,251.67,251.884,<p:>,<p:>,<p:>,m1157,<p:>,,<p:>,<p:>,p2295,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1041,ǀʼhuunsi,251.884,252.234,0131_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi ku, ""nǃoʼe, xuua ?ǂai ku"",","the Boer says (to J) ""no, don't ?burn him!""",m1158 m1159,ǀʼhuun -si,,n -nsf,white.person -SGLT,p2296 p2297 p2298 p2299,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1042,ku,252.234,252.378,0131_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi ku, ""nǃoʼe, xuua ?ǂai ku"",","the Boer says (to J) ""no, don't ?burn him!""",m1160,ku,,vtr,QUOT,p2300 p2301,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1043,nǃoʼe,252.378,252.76,0131_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi ku, ""nǃoʼe, xuua ?ǂai ku"",","the Boer says (to J) ""no, don't ?burn him!""",m1161,nǃoʼe,,interj,no,p2302 p2303 p2304 p2305,!\~ o ? e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1044,<<ui>fuua>,252.76,253.156,0131_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi ku, ""nǃoʼe, xuua ?ǂai ku"",","the Boer says (to J) ""no, don't ?burn him!""",m1162,xuu,,vtr,leave,p2306 p2307,<p:> <p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1045,ǂai,253.156,253.42,0131_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi ku, ""nǃoʼe, xuua ?ǂai ku"",","the Boer says (to J) ""no, don't ?burn him!""",m1163,*?ǂai,,***,***,p2308 p2309 p2310,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1046,ku,253.42,253.59,0131_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi ku, ""nǃoʼe, xuua ?ǂai ku"",","the Boer says (to J) ""no, don't ?burn him!""",m1164,ku,,pro,3H.SG,p2311 p2312,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1047,<p:>,253.59,253.84,<p:>,<p:>,<p:>,m1165,<p:>,,<p:>,<p:>,p2313,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1048,ha,253.84,254,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1166,ha,,pro,3H.SG,p2314 p2315,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1049,ku,254,254.105,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1167,ku,,vtr,QUOT,p2316 p2317,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1050,ǀʼeea,254.105,254.42,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1168 m1169,ǀʼee -a,,vatr -vsf,enter -IMP.SG,p2318 p2319 p2320,|\_> e a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1051,ku,254.42,254.573,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1170,ku,,pro,3H.SG,p2321 p2322,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1052,ng,254.573,254.65,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1171,ng,,part,OBL,p2323,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1053,ǀʼii,254.65,254.818,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1172,ǀʼii,,n,fire,p2324 p2325,|\_> i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1054,nǀa,254.818,255.01,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1173,nǀa,,part,PURP,p2326 p2327,|\~ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1055,ku,255.01,255.161,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1174,ku,,pro,3H.SG,p2328 p2329,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1056,ǀʼaa,255.161,255.403,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1175,ǀʼaa,,vitr,die,p2330 p2331,|\_> a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1057,ǀʼii,255.403,255.6,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1176,ǀʼii,,vitr,be.inside,p2332 p2333,|\_> i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1058,tyiin,255.6,255.838,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1177,tyiin,,vitr,lie.down,p2334 p2335,c i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1059,ǀʼii,255.838,256.035,0132_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǀʼeea ku ng ǀʼii, nǀa ku ǀʼaa ǀʼii tyiin ǀʼii"",","he (J) says ""put him into the fire so that he dies in the fire""",m1178,ǀʼii,,n,fire,p2336 p2337,|\_> i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1060,<p:>,256.035,256.275,<p:>,<p:>,<p:>,m1179,<p:>,,<p:>,<p:>,p2338,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1061,a,256.275,256.4,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1180,a,,part,CONN,p2339,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1062,<<fs>>,256.4,256.636,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1181,****,,****,****,p2340,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1063,ku,256.636,256.838,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1182,ku,,pro,3H.SG,p2341 p2342,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1064,<<fs>>,256.838,257.13,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1183,****,,****,****,p2343,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1065,<<fm>meer>,257.13,257.499,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1184,meer,,adv,more,p2344,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1066,a,257.499,257.58,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1185,a,,part,CONN,p2345,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1067,ku,257.58,257.758,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1186,ku,,pro,3H.SG,p2346 p2347,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1068,ain,257.758,258,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1187,ain,,vtr,eat,p2348 p2349,a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1069,a,258,258.1,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1188,a,,pro,2SG,p2350,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1070,ǃqxʼabesi,258.1,258.57,0133_DoReCo_doreco_nngg1234_NB041016-01_A,"a ku [ke ...] meer, a ku ain a ǃqxʼabesi,",,m1189 m1190,ǃqxʼabe -si,,n -nsf,cream -SGLT,p2351 p2352 p2353 p2354 p2355 p2356,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1071,<p:>,258.57,258.84,<p:>,<p:>,<p:>,m1191,<p:>,,<p:>,<p:>,p2357,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1072,<<ui>>,258.84,259.834,0134_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m1192,****,,****,****,p2358,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1073,ku,259.834,260.002,0135_DoReCo_doreco_nngg1234_NB041016-01_A,(...) ku ǁʼng kxʼaan a ǃqxʼabesi,?,m1193,ku,,pro,3H.SG,p2359 p2360,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1074,ǁʼng,260.002,260.217,0135_DoReCo_doreco_nngg1234_NB041016-01_A,(...) ku ǁʼng kxʼaan a ǃqxʼabesi,?,m1194,ǁʼang,,vitr,go.and,p2361 p2362,|\|\_> N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1075,kxʼaan,260.217,260.415,0135_DoReCo_doreco_nngg1234_NB041016-01_A,(...) ku ǁʼng kxʼaan a ǃqxʼabesi,?,m1195,kxʼaan,,vtr,drink,p2363 p2364,kx_> a~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1076,a,260.415,260.52,0135_DoReCo_doreco_nngg1234_NB041016-01_A,(...) ku ǁʼng kxʼaan a ǃqxʼabesi,?,m1196,a,,pro,2SG,p2365,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1077,ǃqxʼabesi,260.52,261.02,0135_DoReCo_doreco_nngg1234_NB041016-01_A,(...) ku ǁʼng kxʼaan a ǃqxʼabesi,?,m1197 m1198,"ǃqxʼabe -si,",,n -nsf,cream -SGLT,p2366 p2367 p2368 p2369 p2370 p2371,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1078,<p:>,261.02,261.386,<p:>,<p:>,<p:>,m1199,<p:>,,<p:>,<p:>,p2372,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1079,<<fp>>,261.386,261.61,0136_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m1200,****,,****,****,p2373,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1080,<<ui>>,261.61,261.999,0136_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m1201,****,,****,****,p2374,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1081,gǁain,261.999,262.248,0137_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, [...] gǁain darem ǃqhuin soo,","hm, the hyena ? after all",m1202,gǁain,,n,brown.hyena,p2375 p2376 p2377,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1082,<<fm>darem>,262.248,262.57,0137_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, [...] gǁain darem ǃqhuin soo,","hm, the hyena ? after all",m1203,darem,,adv,surely,p2378,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1083,ǃqhuin,262.57,262.882,0137_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, [...] gǁain darem ǃqhuin soo,","hm, the hyena ? after all",m1204,ǃqhuin,,vitr,fat,p2379 p2380 p2381,!\q_h u~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1084,soo,262.882,263.192,0137_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, [...] gǁain darem ǃqhuin soo,","hm, the hyena ? after all",m1205,soo,,vitr,sit,p2382 p2383,s o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1085,<<ui>>,263.192,264.077,0138_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m1206,****,,****,****,p2384,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1086,gǀa,264.077,264.23,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1207,gǀa,,pro,2SG.Q,p2385 p2386,|\_v a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1087,nǀai,264.23,264.43,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1208,nǀai,,vatr,see,p2387 p2388 p2389,|\~ a i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1088,<<ui>ng>,264.43,264.617,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1209,ng,,pro,1SG,p2390,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1089,ǂhuun,264.617,264.852,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1210,ǂhuun,,vitr,jump,p2391 p2392,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1090,ǃʼuu,264.852,265.095,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1211,ǃʼuu,,vtr,?away,p2393 p2394,!\_> u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1091,ng,265.095,265.16,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1212,ng,,part,OBL,p2395,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1092,gǁain,265.16,265.391,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1213,gǁain,,n,brown.hyena,p2396 p2397 p2398,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1093,ha,265.391,265.5,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1214,ha,,pro,3H.SG,p2399 p2400,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1094,ǁʼang,265.5,265.82,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1215,ǁʼang,,vitr,go.and,p2401 p2402 p2403,|\|\_> a~ N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1095,ǃʼaa,265.82,266,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1216,ǃʼaa,,vitr,stand,p2404 p2405,!\_> a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1096,naa,266,266.09,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1217,ǁʼaa,,vatr,go,p2406 p2407,n a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1097,ki,266.09,266.22,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1218,ki,,n,place,p2408 p2409,k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1098,a,266.22,266.25,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1219,a,,dei,this,p2410,<notProcessedChunk>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1099,ha,266.25,266.32,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1220,ha,,pro,3H.SG,p2411 p2412,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1100,ku,266.32,266.398,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1221,ku,,vtr,QUOT,p2413 p2414,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1101,<<on>hey>,266.398,267.47,0139_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa nǀai, ng ǂhuun ǃʼuu ng gǁain, ha ǁʼang ǃʼaa naa ki a, ha ku, ""hey,","do you see, I jump away from the hyena, he goes and stands here, he says ""hey",m1222,hey,,interj,hey,p2415,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1102,<p:>,267.47,267.84,<p:>,<p:>,<p:>,m1223,<p:>,,<p:>,<p:>,p2416,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1103,gǀa,267.84,268.012,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1224,gǀa,,pro,2SG.Q,p2417 p2418,|\_v a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1104,ǁxae,268.012,268.28,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1225,ǁxae,,vitr,know,p2419 p2420 p2421,|\|\X a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1105,dyisi,268.28,268.61,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1226,dyisi,,n,what,p2422 p2423 p2424 p2425,J\ i s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1106,ǂhuu,268.61,268.948,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1227,ǂhuu,,n,boss,p2426 p2427,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1107,a,268.948,269.096,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1228,a,,pro,2SG,p2428,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1108,ǀkxʼaike,269.096,269.499,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1229 m1230,ǀkxʼai -ke,,vtr -vsf,beat -?,p2429 p2430 p2431 p2432 p2433,|\qX_> a i k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1109,<p:>,269.499,269.541,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1231,<p:>,,<p:>,<p:>,p2434,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1110,a,269.541,269.718,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1232,a,,pro,2SG,p2435,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1111,ǀkxʼaike,269.718,270.042,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1233 m1234,ǀkxʼai -ke,,vtr -vsf,beat -?,p2436 p2437 p2438 p2439 p2440,|\qX_> a i k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1112,gǁain,270.042,270.345,0140_DoReCo_doreco_nngg1234_NB041016-01_A,"gǀa ǁxae dyisi, ǂhuu, a ǀkxʼaike, a ǀkxʼaike gǁain"",","do you know what, boss, beat, beat hyena""",m1235,gǁain,,n,brown.hyena,p2441 p2442 p2443,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1113,<p:>,270.345,270.74,<p:>,<p:>,<p:>,m1236,<p:>,,<p:>,<p:>,p2444,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1114,gǁain,270.74,270.962,0141_DoReCo_doreco_nngg1234_NB041016-01_A,"""gǁain ke ǁae,","(HA) ""it is not hyena",m1237,gǁain,,n,brown.hyena,p2445 p2446 p2447,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w1115,ke,270.962,271.09,0141_DoReCo_doreco_nngg1234_NB041016-01_A,"""gǁain ke ǁae,","(HA) ""it is not hyena",m1238,ke,,part,TF,p2448 p2449,k e
